Title,Price,Mileage,Location,Description,PublishedDate,Link,ImageURL,Brand,Model,Condition,Transmission,FuelType,EngineCapacity,Year
Audi A3 S Line Sun Roof 2024,19250000.0,"5,000 km",Colombo,"Colombo, Cars",2 days,https://ikman.lk/en/ad/audi-a3-s-line-sun-roof-2024-for-sale-colombo-1,https://i.ikman-st.com/audi-a3-s-line-sun-roof-2024-for-sale-colombo-1/9aee59ff-4161-45a3-8e7a-ccde90360c5c/142/107/cropped.jpg,,,,,,,2024.0
Bajaj Qute 2019,1075000.0,"146,000 km",Kurunegala,"Kurunegala, Cars",2 days,https://ikman.lk/en/ad/bajaj-qute-2019-for-sale-kurunegala,https://i.ikman-st.com/bajaj-qute-2019-for-sale-kurunegala/540f06f5-0827-4e7f-bcc6-4c16acc77909/142/107/cropped.jpg,,,,,,,2019.0
Bajaj Platina 2009,210000.0,"50,000 km",Colombo,"Colombo, Motorbikes",2 days,https://ikman.lk/en/ad/bajaj-platina-2009-for-sale-colombo-971,https://i.ikman-st.com/bajaj-platina-2009-for-sale-colombo-971/44863b99-ee87-4683-ba81-9fa525765a00/142/107/cropped.jpg,,,,,,,2009.0
Bajaj Platina 2010,225000.0,"15,200 km",Kandy,"Kandy, Motorbikes",2 days,https://ikman.lk/en/ad/bajaj-platina-2010-for-sale-kandy-376,https://i.ikman-st.com/bajaj-platina-2010-for-sale-kandy-376/dcce757d-1188-4b2e-b550-f0f5d41aaeec/142/107/cropped.jpg,,,,,,,2010.0
NON AC Bus for Hire | 22 to 54 Seats,130.0,,Colombo,"Colombo, Auto Services",2 days,https://ikman.lk/en/ad/non-ac-bus-for-hire-22-to-54-seats-for-sale-colombo-60,https://i.ikman-st.com/non-ac-bus-for-hire-22-to-54-seats-for-sale-colombo-60/25293d4e-77db-4dcd-b801-de39672da5dc/142/107/cropped.jpg,,,,,,,
TCM 50B Loader,3200000.0,,Polonnaruwa,"Polonnaruwa, Heavy Duty",2 days,https://ikman.lk/en/ad/tcm-50b-loader-for-sale-polonnaruwa,https://i.ikman-st.com/tcm-50b-loader-for-sale-polonnaruwa/7f955ed6-3e22-4913-8978-b40e4599909e/142/107/cropped.jpg,,,,,,,
TVS XL 100 2020,220000.0,"25,600 km",Trincomalee,"Trincomalee, Motorbikes",2 days,https://ikman.lk/en/ad/tvs-xl-100-2020-for-sale-trincomalee,https://i.ikman-st.com/tvs-xl-100-2020-for-sale-trincomalee/cb894add-5c9d-4f0f-aaec-652a1db76278/142/107/cropped.jpg,,,,,,,2020.0
Demak DTM 2016,330000.0,"40,000 km",Gampaha,"Gampaha, Motorbikes",2 days,https://ikman.lk/en/ad/demak-dtm-2016-for-sale-gampaha-359,https://i.ikman-st.com/demak-dtm-2016-for-sale-gampaha-359/987f3da1-fc70-4ad5-a766-ada0ad4a10f8/142/107/cropped.jpg,,,,,,,2016.0
Tvs Star Sport Petrol Tank,3500.0,,Matara,"Matara, Auto Parts & Accessories",2 days,https://ikman.lk/en/ad/petral-tanks-for-sale-matara,https://i.ikman-st.com/petral-tanks-for-sale-matara/93053414-38ff-424e-84fa-cc0b44f69054/142/107/cropped.jpg,,,,,,,
Honda Vezel RS 2026,19300000.0,0 km,Colombo,"Colombo, Cars",2 days,https://ikman.lk/en/ad/honda-vezel-rs-2026-for-sale-colombo-7,https://i.ikman-st.com/honda-vezel-rs-2026-for-sale-colombo-7/46819e67-351c-44ac-a3b5-186bfc581422/142/107/cropped.jpg,,,,,,,2026.0
Nissan Dayz S 2025,7300000.0,0 km,Colombo,"Colombo, Cars",2 days,https://ikman.lk/en/ad/nissan-dayz-s-2025-for-sale-colombo,https://i.ikman-st.com/nissan-dayz-s-2025-for-sale-colombo/8d206fbe-8754-4833-97ff-0324bb8fbfe9/142/107/cropped.jpg,,,,,,,2025.0
TVS Ntorq 125 Brand New 2025,155000.0,0 km,Colombo,"Colombo, Motorbikes",2 days,https://ikman.lk/en/ad/tvs-ntorq-125-brand-new-2025-for-sale-colombo-4416,https://i.ikman-st.com/tvs-ntorq-125-brand-new-2025-for-sale-colombo-4416/037c12ba-b7c0-4d46-8230-bdb00685ede2/142/107/cropped.jpg,,,,,,,2025.0
Nissan Vanette 1985,750000.0,"28,688 km",Gampaha,"Gampaha, Vans",2 days,https://ikman.lk/en/ad/nissan-vanette-1985-for-sale-gampaha-84,https://i.ikman-st.com/nissan-vanette-1985-for-sale-gampaha-84/eec9f8e6-7d21-4a49-b783-4a54c2306920/142/107/cropped.jpg,,,,,,,1985.0
Bajaj Discover 150 2011,240000.0,"62,000 km",Kurunegala,"Kurunegala, Motorbikes",2 days,https://ikman.lk/en/ad/bajaj-discover-150-2011-for-sale-kurunegala-434,https://i.ikman-st.com/bajaj-discover-150-2011-for-sale-kurunegala-434/191a88ab-f4bc-4acc-9daa-001247425ea8/142/107/cropped.jpg,,,,,,,2011.0
Nissan Sunny FB15 Tail Light,20900.0,,Colombo,"Colombo, Auto Parts & Accessories",2 days,https://ikman.lk/en/ad/nissan-sunny-fb15-tail-light-for-sale-colombo-14,https://i.ikman-st.com/nissan-sunny-fb15-tail-light-for-sale-colombo-14/44c7988e-37d3-4aa5-b739-3cfbae583ae3/142/107/cropped.jpg,,,,,,,
Honda Dio 2017,520000.0,"53,000 km",Matale,"Matale, Motorbikes",2 days,https://ikman.lk/en/ad/honda-dio-2017-for-sale-matale-309,https://i.ikman-st.com/honda-dio-2017-for-sale-matale-309/cda5ee03-a244-4e10-9857-5ec5015146ff/142/107/cropped.jpg,,,,,,,2017.0
Front Shock Dio,2250.0,,Anuradhapura,"Anuradhapura, Auto Parts & Accessories",2 days,https://ikman.lk/en/ad/front-shock-dio-for-sale-anuradhapura,https://i.ikman-st.com/front-shock-dio-for-sale-anuradhapura/e367e266-4d2a-476a-8e7a-ce8078e0175b/142/107/cropped.jpg,,,,,,,
Bajaj Pulsar 150 Twin Disc 2018,640000.0,"70,000 km",Matara,"Matara, Motorbikes",2 days,https://ikman.lk/en/ad/bajaj-pulsar-150-twins-2018-for-sale-matara,https://i.ikman-st.com/bajaj-pulsar-150-twins-2018-for-sale-matara/86a60a95-6a04-488c-928b-4c62d984078e/142/107/cropped.jpg,,,,,,,2018.0
Toyota Axio X 2016,10500000.0,"160,000 km",Colombo,"Colombo, Cars",2 days,https://ikman.lk/en/ad/toyota-axio-x-2016-for-sale-colombo-37,https://i.ikman-st.com/toyota-axio-x-2016-for-sale-colombo-37/d151f92f-834c-40d8-8c12-9f65064daa79/142/107/cropped.jpg,,,,,,,2016.0
Demak DTM 2014,285000.0,"60,000 km",Trincomalee,"Trincomalee, Motorbikes",2 days,https://ikman.lk/en/ad/demak-dtm-2014-for-sale-trincomalee,https://i.ikman-st.com/demak-dtm-2014-for-sale-trincomalee/b60f0f32-6485-4ff8-9604-960972e2667a/142/107/cropped.jpg,,,,,,,2014.0
Bajaj Discover 100 2010,265000.0,"80,000 km",Kandy,"Kandy, Motorbikes",2 days,https://ikman.lk/en/ad/bajaj-discover-100-2010-for-sale-kandy-216,https://i.ikman-st.com/bajaj-discover-100-2010-for-sale-kandy-216/67734a4e-cd0c-40fd-8827-519ebec75ff7/142/107/cropped.jpg,,,,,,,2010.0
Hero Dawn 2004,145000.0,"105,000 km",Kandy,"Kandy, Motorbikes",2 days,https://ikman.lk/en/ad/hero-dawn-2004-for-sale-kandy,https://i.ikman-st.com/hero-dawn-2004-for-sale-kandy/e177c6dc-e404-4660-99fc-e661b2828f2e/142/107/cropped.jpg,,,,,,,2004.0
Honda PCX 125 2017,1265000.0,"77,000 km",Colombo,"Colombo, Motorbikes",2 days,https://ikman.lk/en/ad/honda-pcx-125-125cc-2018-2017-for-sale-colombo,https://i.ikman-st.com/honda-pcx-125-125cc-2018-2017-for-sale-colombo/abbe4064-619b-4eb3-bc18-00d7eba1c355/142/107/cropped.jpg,,,,,,,2017.0
Toyota Carina AT211 CE Spark Plug,12000.0,,Kandy,"Kandy, Auto Parts & Accessories",2 days,https://ikman.lk/en/ad/at-211-ce-for-sale-kandy,https://i.ikman-st.com/at-211-ce-for-sale-kandy/d664fa26-be6b-4b5a-b85a-0b30269ae0f4/142/107/cropped.jpg,,,,,,,
Bajaj Discover 125 2007,265000.0,"75,800 km",Kurunegala,"Kurunegala, Motorbikes",2 days,https://ikman.lk/en/ad/bajaj-discover-125-2007-for-sale-kurunegala-629,https://i.ikman-st.com/bajaj-discover-125-2007-for-sale-kurunegala-629/a881025a-c052-4b65-b2c0-e4dc639ce54c/142/107/cropped.jpg,,,,,,,2007.0
Bajaj Discover 125 2014,365000.0,"18,000 km",Galle,"Galle, Motorbikes",2 days,https://ikman.lk/en/ad/bajaj-discover-125-bay-2014-for-sale-galle,https://i.ikman-st.com/bajaj-discover-125-bay-2014-for-sale-galle/8ef003dd-9d4c-4dd1-b1e2-1b7f2d5a96ea/142/107/cropped.jpg,,,,,,,2014.0
Audi A3 Sedan TFSI 2019,12800000.0,"117,000 km",Colombo,"Colombo, Cars",2 days,https://ikman.lk/en/ad/audi-a3-sedan-tfsi-2019-for-sale-colombo,https://i.ikman-st.com/audi-a3-sedan-tfsi-2019-for-sale-colombo/fff5438d-698d-44c3-b86b-a2e8273d3ebc/142/107/cropped.jpg,,,,,,,2019.0
Bajaj Discover 2014,280000.0,"100,000 km",Colombo,"Colombo, Motorbikes",2 days,https://ikman.lk/en/ad/bajaj-discover-2014-for-sale-colombo-476,https://i.ikman-st.com/bajaj-discover-2014-for-sale-colombo-476/cf51a571-90df-49ca-8448-1c4e8d55b47a/142/107/cropped.jpg,,,,,,,2014.0
Yamaha RayZR 2018,495000.0,"38,500 km",Jaffna,"Jaffna, Motorbikes",2 days,https://ikman.lk/en/ad/yamaha-rayzr-2018-for-sale-jaffna,https://i.ikman-st.com/yamaha-rayzr-2018-for-sale-jaffna/19b34165-ca04-4cf1-b14f-01f3f7bbe207/142/107/cropped.jpg,,,,,,,2018.0
Honda Vezel Rs E-Hev 2025,20100000.0,0 km,Colombo,"Colombo, Cars",2 days,https://ikman.lk/en/ad/honda-vezel-rs-e-hev-2025-for-sale-colombo-3,https://i.ikman-st.com/honda-vezel-rs-e-hev-2025-for-sale-colombo-3/10a1401f-1ea2-444c-ac8b-b537de13d898/142/107/cropped.jpg,,,,,,,2025.0
Hero Honda Dio Bike Accessories,17000.0,,Colombo,"Colombo, Auto Parts & Accessories",2 days,https://ikman.lk/en/ad/hero-honda-dio-bike-parts-for-sale-colombo,https://i.ikman-st.com/hero-honda-dio-bike-parts-for-sale-colombo/0ccf065f-2c6e-41b7-8af7-57ab6593d187/142/107/cropped.jpg,,,,,,,
Toyota Prius 2013,9975000.0,"193,000 km",Gampaha,"Gampaha, Cars",2 days,https://ikman.lk/en/ad/toyota-prius-2013-for-sale-gampaha-1521,https://i.ikman-st.com/toyota-prius-2013-for-sale-gampaha-1521/876606d9-0904-473f-8d0f-024e4e1fda58/142/107/cropped.jpg,,,,,,,2013.0
TVS Apache RTR 2012,345000.0,"32,000 km",Kandy,"Kandy, Motorbikes",2 days,https://ikman.lk/en/ad/tvs-apache-rtr-2012-for-sale-kandy-19,https://i.ikman-st.com/tvs-apache-rtr-2012-for-sale-kandy-19/b6893396-47a4-41b9-ad61-9ec2bb6c3c1a/142/107/cropped.jpg,,,,,,,2012.0
BMW 318i M sports 2017,19000000.0,"100,000 km",Colombo,"Colombo, Cars",2 days,https://ikman.lk/en/ad/bmw-318i-m-sports-2017-for-sale-colombo-2,https://i.ikman-st.com/bmw-318i-m-sports-2017-for-sale-colombo-2/ff8b141d-4e8b-4c26-b31d-bec07fd63334/142/107/cropped.jpg,,,,,,,2017.0
Toyota Corona AT140 1983,1275000.0,"150,000 km",Kurunegala,"Kurunegala, Cars",2 days,https://ikman.lk/en/ad/toyota-corona-at140-extra-1983-for-sale-kurunegala,https://i.ikman-st.com/toyota-corona-at140-extra-1983-for-sale-kurunegala/5cee41aa-0746-405a-b362-8ecb21f4ed31/142/107/cropped.jpg,,,,,,,1983.0
Hero HF Deluxe 2017,350000.0,"17,853 km",Trincomalee,"Trincomalee, Motorbikes",2 days,https://ikman.lk/en/ad/hero-hf-deluxe-2017-for-sale-trincomalee-113,https://i.ikman-st.com/hero-hf-deluxe-2017-for-sale-trincomalee-113/a2612f93-8b81-4253-87f5-8fd6bce01714/142/107/cropped.jpg,,,,,,,2017.0
Hero Honda Dio Parts,17000.0,,Colombo,"Colombo, Auto Parts & Accessories",2 days,https://ikman.lk/en/ad/hero-honda-dio-parts-original-for-sale-colombo,https://i.ikman-st.com/hero-honda-dio-parts-original-for-sale-colombo/9723397b-15c1-4504-8593-296a85e72ca1/142/107/cropped.jpg,,,,,,,
Suzuki Choi nori 2021,120000.0,"48,000 km",Gampaha,"Gampaha, Motorbikes",2 days,https://ikman.lk/en/ad/suzuki-choi-nori-2021-for-sale-gampaha-1,https://i.ikman-st.com/suzuki-choi-nori-2021-for-sale-gampaha-1/2d31d673-58cc-4362-80d7-e701f4c7dbac/142/107/cropped.jpg,,,,,,,2021.0
Audi A5 S line 2018,21000000.0,"60,000 km",Colombo,"Colombo, Cars",2 days,https://ikman.lk/en/ad/audi-a5-s-line-2018-for-sale-colombo-426,https://i.ikman-st.com/audi-a5-s-line-2018-for-sale-colombo-426/74010d71-13d2-4758-b6fd-97a49c4717fa/142/107/cropped.jpg,,,,,,,2018.0
Rent A Car - Toyota CHR,15000.0,,Colombo,"Colombo, Rentals",2 days,https://ikman.lk/en/ad/rent-a-car-toyota-chr-for-sale-colombo-277,https://i.ikman-st.com/rent-a-car-toyota-chr-for-sale-colombo-277/5db89799-be2e-4759-962a-aded2b90271c/142/107/cropped.jpg,,,,,,,
Toyota Axio Wxb 2018,13500000.0,"114,500 km",Colombo,"Colombo, Cars",2 days,https://ikman.lk/en/ad/toyota-axio-wxb-2018-for-sale-colombo-697,https://i.ikman-st.com/toyota-axio-wxb-2018-for-sale-colombo-697/4ca88324-64ef-42e8-9845-f5c7c0e6f6a6/142/107/cropped.jpg,,,,,,,2018.0
Hitachi Landi 120-2,6400000.0,,Kurunegala,"Kurunegala, Heavy Duty",2 days,https://ikman.lk/en/ad/hitachi-landy-120-2-for-sale-kurunegala,https://i.ikman-st.com/hitachi-landy-120-2-for-sale-kurunegala/f1c4aa2a-d289-4270-b811-366ca79be772/142/107/cropped.jpg,,,,,,,
Rent a Car - Mitsubishi Eclipse,15000.0,,Colombo,"Colombo, Rentals",2 days,https://ikman.lk/en/ad/rent-a-car-mitsubishi-eclipse-for-sale-colombo-19,https://i.ikman-st.com/rent-a-car-mitsubishi-eclipse-for-sale-colombo-19/1c160a5b-a999-4f3e-9f19-02a16ad8009d/142/107/cropped.jpg,,,,,,,
Rent A Car - Mercedes-Benz C200,25000.0,,Colombo,"Colombo, Rentals",2 days,https://ikman.lk/en/ad/rent-a-car-mercedes-benz-c200-for-sale-colombo,https://i.ikman-st.com/rent-a-car-mercedes-benz-c200-for-sale-colombo/047ff01d-1a32-400b-9cf5-3bbecd79e6cc/142/107/cropped.jpg,,,,,,,
Rent a Car - Mitsubishi Outlander,17500.0,,Colombo,"Colombo, Rentals",2 days,https://ikman.lk/en/ad/rent-a-car-mitsubishi-outlander-for-sale-colombo-51,https://i.ikman-st.com/rent-a-car-mitsubishi-outlander-for-sale-colombo-51/2b4fe370-a0e4-4f18-8a6f-35fb5cf1bbeb/142/107/cropped.jpg,,,,,,,
Rent a Car - BMW X5,25000.0,,Colombo,"Colombo, Rentals",2 days,https://ikman.lk/en/ad/rent-a-car-bmw-x5-for-sale-colombo-11,https://i.ikman-st.com/rent-a-car-bmw-x5-for-sale-colombo-11/6c203320-7fb0-48fd-9678-093f125509e5/142/107/cropped.jpg,,,,,,,
Rent a Car - Mercedes Benz CLA 200,25000.0,,Colombo,"Colombo, Rentals",2 days,https://ikman.lk/en/ad/rent-a-car-mercedes-benz-cla-200-for-sale-colombo-4,https://i.ikman-st.com/rent-a-car-mercedes-benz-cla-200-for-sale-colombo-4/0693ad5d-a41e-4616-8b78-ddc943b124ce/142/107/cropped.jpg,,,,,,,
Honda Vezel Z Play 2024,19300000.0,"5,000 km",Colombo,"Colombo, Cars",2 days,https://ikman.lk/en/ad/honda-vezel-z-play-2024-for-sale-colombo-270,https://i.ikman-st.com/honda-vezel-z-play-2024-for-sale-colombo-270/0c702a7e-1144-495f-b908-cb08f4024d29/142/107/cropped.jpg,,,,,,,2024.0
Audi A3 s line 2023,19500000.0,"10,000 km",Colombo,"Colombo, Cars",2 days,https://ikman.lk/en/ad/audi-a3-s-line-2023-for-sale-colombo-39,https://i.ikman-st.com/audi-a3-s-line-2023-for-sale-colombo-39/2b45057d-d334-49d3-a7ff-59c0dc3dc4e0/142/107/cropped.jpg,,,,,,,2023.0
Toyota Land Cruiser Sahara VX 2016,64500000.0,"120,000 km",Colombo,"Colombo, Cars",2 days,https://ikman.lk/en/ad/toyota-land-cruiser-sahara-vx-2016-for-sale-colombo-1,https://i.ikman-st.com/toyota-land-cruiser-sahara-vx-2016-for-sale-colombo-1/4f24e6ae-6ce2-480c-9c04-d7429e9b4f3b/142/107/cropped.jpg,,,,,,,2016.0
Suzuki Alto 2015,3990000.0,"59,774 km",Matara,"Matara, Cars",2 days,https://ikman.lk/en/ad/suzuki-alto-2015-for-sale-matara-1229,https://i.ikman-st.com/suzuki-alto-2015-for-sale-matara-1229/0a0d5c6a-8b24-4aa4-9685-d6e48a0c1b8d/142/107/cropped.jpg,,,,,,,2015.0
Rent A Car - Honda Fit,7500.0,,Colombo,"Colombo, Rentals",2 days,https://ikman.lk/en/ad/rent-a-car-honda-fit-for-sale-colombo-103,https://i.ikman-st.com/rent-a-car-honda-fit-for-sale-colombo-103/73354695-830a-4d0c-829f-278fc54b6ebb/142/107/cropped.jpg,,,,,,,
Rent a Car - Axio WxB,10000.0,,Colombo,"Colombo, Rentals",2 days,https://ikman.lk/en/ad/rent-a-car-axio-wxb-for-sale-colombo-3,https://i.ikman-st.com/rent-a-car-axio-wxb-for-sale-colombo-3/bc9a72be-0873-434c-8249-26a34a676ec3/142/107/cropped.jpg,,,,,,,
Viva Elite for Rent,5000.0,,Colombo,"Colombo, Rentals",2 days,https://ikman.lk/en/ad/viva-elite-for-rent-for-sale-colombo-88,https://i.ikman-st.com/viva-elite-for-rent-for-sale-colombo-88/7ee0b4e6-4763-4181-a115-ee322ea6c95a/142/107/cropped.jpg,,,,,,,
Vezel RS For Rent,13000.0,,Colombo,"Colombo, Rentals",2 days,https://ikman.lk/en/ad/vezel-rs-for-rent-for-sale-colombo-6,https://i.ikman-st.com/vezel-rs-for-rent-for-sale-colombo-6/7639dbff-b22f-49a4-9607-e5d631ca0a14/142/107/cropped.jpg,,,,,,,
Axio Wxb for Rent,12000.0,,Colombo,"Colombo, Rentals",2 days,https://ikman.lk/en/ad/axio-wxb-for-rent-for-sale-colombo-1,https://i.ikman-st.com/axio-wxb-for-rent-for-sale-colombo-1/73aa72e8-778b-4224-94bc-95f9ff89828e/142/107/cropped.jpg,,,,,,,
Toyota Aqua for Rent,7500.0,,Colombo,"Colombo, Rentals",2 days,https://ikman.lk/en/ad/toyota-aqua-for-rent-for-sale-colombo-662,https://i.ikman-st.com/toyota-aqua-for-rent-for-sale-colombo-662/3ffca58d-1d3f-446a-8a54-958288dd71ad/142/107/cropped.jpg,,,,,,,
Toyota Prius for Rent,8000.0,,Colombo,"Colombo, Rentals",2 days,https://ikman.lk/en/ad/toyota-prius-for-rent-for-sale-colombo-858,https://i.ikman-st.com/toyota-prius-for-rent-for-sale-colombo-858/288b5d92-87c2-4274-a867-d26d9803c8c7/142/107/cropped.jpg,,,,,,,
Montero Jeep For Rent,25000.0,,Colombo,"Colombo, Rentals",2 days,https://ikman.lk/en/ad/montero-jeep-for-rent-for-sale-colombo-86,https://i.ikman-st.com/montero-jeep-for-rent-for-sale-colombo-86/d00d9d37-cf5e-47c3-8a34-7a48c6e30e2c/142/107/cropped.jpg,,,,,,,
Outlander for Rent,15000.0,,Colombo,"Colombo, Rentals",2 days,https://ikman.lk/en/ad/outlander-for-rent-for-sale-colombo-42,https://i.ikman-st.com/outlander-for-rent-for-sale-colombo-42/52ba95d4-5c3b-480b-9167-ae93090bc4a6/142/107/cropped.jpg,,,,,,,
Dfsk Glory - Car for Rent,16000.0,,Colombo,"Colombo, Rentals",2 days,https://ikman.lk/en/ad/dfsk-glory-car-for-rent-for-sale-colombo-6,https://i.ikman-st.com/dfsk-glory-car-for-rent-for-sale-colombo-6/20da1a5a-0548-435a-9f5a-6bc398151ca4/142/107/cropped.jpg,,,,,,,
Rent a car - Audi A3,25000.0,,Colombo,"Colombo, Rentals",2 days,https://ikman.lk/en/ad/rent-a-car-audi-a3-for-sale-colombo-14,https://i.ikman-st.com/rent-a-car-audi-a3-for-sale-colombo-14/5c96117a-7ac9-4889-a0ac-e172b629e744/142/107/cropped.jpg,,,,,,,
Rent a Car Mercedes Benz Black,25000.0,,Colombo,"Colombo, Rentals",2 days,https://ikman.lk/en/ad/rent-a-car-mercedes-benz-black-for-sale-colombo-3,https://i.ikman-st.com/rent-a-car-mercedes-benz-black-for-sale-colombo-3/c22db74c-f10a-4d43-b4c1-9f06c9bdc25b/142/107/cropped.jpg,,,,,,,
Wedding Hires Car Chrysler,19900.0,,Kalutara,"Kalutara, Rentals",2 days,https://ikman.lk/en/ad/wedding-hires-car-chrysler-for-sale-kalutara,https://i.ikman-st.com/wedding-hires-car-chrysler-for-sale-kalutara/7df3073d-9528-45cd-a41f-f63d1f4b2d38/142/107/cropped.jpg,,,,,,,
Suzuki Celerio LXi 2017,5200000.0,"167,500 km",Colombo,"Colombo, Cars",2 days,https://ikman.lk/en/ad/suzuki-celerio-lxi-2017-for-sale-colombo,https://i.ikman-st.com/suzuki-celerio-lxi-2017-for-sale-colombo/68d20dfc-48cb-4088-aa27-00064375b222/142/107/cropped.jpg,,,,,,,2017.0
Lumala Bicycle,30000.0,,Gampaha,"Gampaha, Bicycles",2 days,https://ikman.lk/en/ad/lumala-bicycle-for-sale-gampaha-599,https://i.ikman-st.com/lumala-bicycle-for-sale-gampaha-599/0812d830-9f8b-480b-a2e1-bf7c255b891c/142/107/cropped.jpg,,,,,,,
Audio Set Three Wheel,17500.0,,Badulla,"Badulla, Auto Parts & Accessories",2 days,https://ikman.lk/en/ad/three-wheel-set-up-0788937652-for-sale-badulla,https://i.ikman-st.com/three-wheel-set-up-0788937652-for-sale-badulla/d03c56f3-7192-475d-8e9e-812128a4f567/142/107/cropped.jpg,,,,,,,
Bajaj Pulsar NS200 2025,750000.0,730 km,Colombo,"Colombo, Motorbikes",2 days,https://ikman.lk/en/ad/bajaj-pulsar-ns200-2025-for-sale-colombo-194,https://i.ikman-st.com/bajaj-pulsar-ns200-2025-for-sale-colombo-194/84b8d88d-8706-48a8-9934-eb4c84901f47/142/107/cropped.jpg,,,,,,,2025.0
Hero CD 100 1997,225000.0,"49,000 km",Jaffna,"Jaffna, Motorbikes",2 days,https://ikman.lk/en/ad/hero-cd-100-1998-1997-for-sale-jaffna,https://i.ikman-st.com/hero-cd-100-1998-1997-for-sale-jaffna/ad23d78e-a39a-4b37-8126-9a7867acc5c8/142/107/cropped.jpg,,,,,,,1997.0
Toyota Premio G Superior 2013,11000000.0,"111,000 km",Colombo,"Colombo, Cars",2 days,https://ikman.lk/en/ad/toyota-premio-g-superior-2013-for-sale-colombo-2134,https://i.ikman-st.com/toyota-premio-g-superior-2013-for-sale-colombo-2134/d536bd7b-5e51-45f2-b1d6-aed6714c25ba/142/107/cropped.jpg,,,,,,,2013.0
Bajaj Discover 100 2014,300000.0,"72,000 km",Kegalle,"Kegalle, Motorbikes",2 days,https://ikman.lk/en/ad/bajaj-discover-2014-for-sale-kegalle-31,https://i.ikman-st.com/bajaj-discover-2014-for-sale-kegalle-31/8e280337-bdb3-4c0a-a701-276b98d1e557/142/107/cropped.jpg,,,,,,,2014.0
Yamaha Ray ZR 2018,495000.0,"27,000 km",Batticaloa,"Batticaloa, Motorbikes",2 days,https://ikman.lk/en/ad/yamaha-ray-zr-scooty-sale-2018-for-sale-batticaloa,https://i.ikman-st.com/yamaha-ray-zr-scooty-sale-2018-for-sale-batticaloa/5882256e-c905-4a7b-9d86-80b80aed2aec/142/107/cropped.jpg,,,,,,,2018.0
Honda MD 90 1997,190000.0,"761,759 km",Ratnapura,"Ratnapura, Motorbikes",2 days,https://ikman.lk/en/ad/honda-md-90-1997-for-sale-ratnapura,https://i.ikman-st.com/honda-md-90-1997-for-sale-ratnapura/a7764247-9930-4a3c-bb9b-65f5a906fe94/142/107/cropped.jpg,,,,,,,1997.0
Suzuki 15HP Engine Boat,1950000.0,,Galle,"Galle, Boats & Water Transport",2 days,https://ikman.lk/en/ad/suzuki-15hp-engine-boat-for-sale-galle,https://i.ikman-st.com/suzuki-15hp-engine-boat-for-sale-galle/5bd71af6-6566-4792-af00-1b59b384a341/142/107/cropped.jpg,,,,,,,
13â Alloy Wheel,30000.0,,Polonnaruwa,"Polonnaruwa, Auto Parts & Accessories",2 days,https://ikman.lk/en/ad/13-alloy-wheel-for-sale-polonnaruwa,https://i.ikman-st.com/13-alloy-wheel-for-sale-polonnaruwa/e3fbc3d1-c75e-4ef5-817e-b1696a20429b/142/107/cropped.jpg,,,,,,,
Honda CD 125 Twin 2000,650000.0,"172,080 km",Gampaha,"Gampaha, Motorbikes",2 days,https://ikman.lk/en/ad/honda-cd-125-2000-for-sale-gampaha-42,https://i.ikman-st.com/honda-cd-125-2000-for-sale-gampaha-42/01ebef1e-9cb3-43b0-a0fb-b5dedd21ff72/142/107/cropped.jpg,,,,,,,2000.0
Need Dimo Batta Lorry,,,Anuradhapura,"Anuradhapura, Lorries & Trucks",2 days,https://ikman.lk/en/ad/need-dimo-batta-lorry-to-buy-anuradhapura,,,,,,,,
Bajaj Pulsar 135 2010,245000.0,"55,000 km",Puttalam,"Puttalam, Motorbikes",2 days,https://ikman.lk/en/ad/bajaj-pulsar-135-2010-for-sale-puttalam-74,https://i.ikman-st.com/bajaj-pulsar-135-2010-for-sale-puttalam-74/96c10d95-ab01-4189-8fdf-17ed6bdb6ba3/142/107/cropped.jpg,,,,,,,2010.0
Bajaj Pulsar NS160 2018,650000.0,"70,000 km",Kandy,"Kandy, Motorbikes",2 days,https://ikman.lk/en/ad/bajaj-pulsar-ns160-2018-for-sale-kandy-23,https://i.ikman-st.com/bajaj-pulsar-ns160-2018-for-sale-kandy-23/095b3bb3-02a6-4c17-abd2-81c1a0b7560b/142/107/cropped.jpg,,,,,,,2018.0
Suzuki Wagonr Rent,5000.0,,Colombo,"Colombo, Rentals",2 days,https://ikman.lk/en/ad/suzuki-wagonr-rent-for-sale-colombo,https://i.ikman-st.com/suzuki-wagonr-rent-for-sale-colombo/83782f5c-c65b-4397-8c88-df5e54783313/142/107/cropped.jpg,,,,,,,
Honda Dio 2015,420000.0,"65,385 km",Colombo,"Colombo, Motorbikes",2 days,https://ikman.lk/en/ad/honda-dio-2015-for-sale-colombo-5738,https://i.ikman-st.com/honda-dio-2015-for-sale-colombo-5738/52606551-015d-438a-9298-0bf5413dee59/142/107/cropped.jpg,,,,,,,2015.0
Toyota Raize Z GRADE 1 2L JAPAN 2022,13390000.0,"13,000 km",Colombo,"Colombo, Cars",2 days,https://ikman.lk/en/ad/toyota-raize-z-grade-1-2l-japan-2022-for-sale-colombo-11,https://i.ikman-st.com/toyota-raize-z-grade-1-2l-japan-2022-for-sale-colombo-11/eeb34a93-ae7f-4846-a4c6-bdd4d3e36033/142/107/cropped.jpg,,,,,,,2022.0
